tweet_id,text,label
574,Feels like I'm in an icebox! The cold is intense today.,0
575,Feels like I'm in an icebox! The cold is intense today.,0
576,Feels like I'm in an icebox! The cold is intense today.,0
577,"This winter chill is brutal, freezing temps all around!",0
578,It's absolutely freezing out here!,0
579,Feels like I'm in an icebox! The cold is intense today.,0
580,Feels like I'm in an icebox! The cold is intense today.,0
581,"This winter chill is brutal, freezing temps all around!",0
582,"Coldest day of the year, can't feel my fingers!",0
583,Brrr... it's so cold I can see my breath indoors!,0
584,"This winter chill is brutal, freezing temps all around!",0
585,It's absolutely freezing out here!,0
586,Brrr... it's so cold I can see my breath indoors!,0
587,Brrr... it's so cold I can see my breath indoors!,0
588,Brrr... it's so cold I can see my breath indoors!,0
589,"This winter chill is brutal, freezing temps all around!",0
590,"This winter chill is brutal, freezing temps all around!",0
591,"This winter chill is brutal, freezing temps all around!",0
592,Feels like I'm in an icebox! The cold is intense today.,0
593,Feels like I'm in an icebox! The cold is intense today.,0
594,"This winter chill is brutal, freezing temps all around!",0
595,It's absolutely freezing out here!,0
596,Feels like I'm in an icebox! The cold is intense today.,0
597,Feels like I'm in an icebox! The cold is intense today.,0
598,Brrr... it's so cold I can see my breath indoors!,0
599,Feels like I'm in an icebox! The cold is intense today.,0
600,"Coldest day of the year, can't feel my fingers!",0
601,"Getting colder these days, definitely feeling like winter.",1
602,"Chilly morning today, might need a jacket.",1
603,"Getting colder these days, definitely feeling like winter.",1
604,"Cold weather is here, I can feel it in the air.",1
605,"A bit of a cold snap today, not too bad.",1
606,It's quite cold outside but manageable.,1
607,"A bit of a cold snap today, not too bad.",1
608,"Getting colder these days, definitely feeling like winter.",1
609,It's quite cold outside but manageable.,1
610,"A bit of a cold snap today, not too bad.",1
611,It's quite cold outside but manageable.,1
612,"Getting colder these days, definitely feeling like winter.",1
613,"Cold weather is here, I can feel it in the air.",1
614,"A bit of a cold snap today, not too bad.",1
615,It's quite cold outside but manageable.,1
616,"Getting colder these days, definitely feeling like winter.",1
617,"Cold weather is here, I can feel it in the air.",1
618,It's quite cold outside but manageable.,1
619,"A bit of a cold snap today, not too bad.",1
620,"Cold weather is here, I can feel it in the air.",1
621,"Getting colder these days, definitely feeling like winter.",1
622,"Chilly morning today, might need a jacket.",1
623,"A bit of a cold snap today, not too bad.",1
624,"Chilly morning today, might need a jacket.",1
625,It's quite cold outside but manageable.,1
626,"Chilly morning today, might need a jacket.",1
627,It's quite cold outside but manageable.,1
628,"Cold weather is here, I can feel it in the air.",1
629,It's quite cold outside but manageable.,1
630,"A bit of a cold snap today, not too bad.",1
631,It's quite cold outside but manageable.,1
632,"Getting colder these days, definitely feeling like winter.",1
633,It's quite cold outside but manageable.,1
634,"A bit of a cold snap today, not too bad.",1
635,It's quite cold outside but manageable.,1
636,"Getting colder these days, definitely feeling like winter.",1
637,It's quite cold outside but manageable.,1
638,It's quite cold outside but manageable.,1
639,"Cold weather is here, I can feel it in the air.",1
640,"A bit of a cold snap today, not too bad.",1
641,"Cold weather is here, I can feel it in the air.",1
642,"Cold weather is here, I can feel it in the air.",1
643,"Cold weather is here, I can feel it in the air.",1
644,"Chilly morning today, might need a jacket.",1
645,"Getting colder these days, definitely feeling like winter.",1
646,"A bit of a cold snap today, not too bad.",1
647,"A bit of a cold snap today, not too bad.",1
648,It's quite cold outside but manageable.,1
649,"Chilly morning today, might need a jacket.",1
650,"A bit of a cold snap today, not too bad.",1
651,It's quite cold outside but manageable.,1
652,It's quite cold outside but manageable.,1
653,"Chilly morning today, might need a jacket.",1
654,"Chilly morning today, might need a jacket.",1
655,"A bit of a cold snap today, not too bad.",1
656,"Getting colder these days, definitely feeling like winter.",1
657,"Getting colder these days, definitely feeling like winter.",1
658,It's quite cold outside but manageable.,1
659,It's quite cold outside but manageable.,1
660,"Chilly morning today, might need a jacket.",1
661,"Chilly morning today, might need a jacket.",1
662,"Getting colder these days, definitely feeling like winter.",1
663,It's quite cold outside but manageable.,1
664,"Chilly morning today, might need a jacket.",1
665,"Getting colder these days, definitely feeling like winter.",1
666,"A bit of a cold snap today, not too bad.",1
667,"A bit of a cold snap today, not too bad.",1
668,"A bit of a cold snap today, not too bad.",1
669,It's quite cold outside but manageable.,1
670,"Chilly morning today, might need a jacket.",1
671,"Cold weather is here, I can feel it in the air.",1
672,"Getting colder these days, definitely feeling like winter.",1
673,"Getting colder these days, definitely feeling like winter.",1
674,"Getting colder these days, definitely feeling like winter.",1
675,"Getting colder these days, definitely feeling like winter.",1
676,"Cold weather is here, I can feel it in the air.",1
677,"Cold weather is here, I can feel it in the air.",1
678,"A bit of a cold snap today, not too bad.",1
679,"Cold weather is here, I can feel it in the air.",1
680,"Chilly morning today, might need a jacket.",1
681,"A bit of a cold snap today, not too bad.",1
682,"A bit of a cold snap today, not too bad.",1
683,"Cold weather is here, I can feel it in the air.",1
684,It's quite cold outside but manageable.,1
685,"A bit of a cold snap today, not too bad.",1
686,"Chilly morning today, might need a jacket.",1
687,"Chilly morning today, might need a jacket.",1
688,"Getting colder these days, definitely feeling like winter.",1
689,"Cold weather is here, I can feel it in the air.",1
690,It's quite cold outside but manageable.,1
691,It's quite cold outside but manageable.,1
692,"Chilly morning today, might need a jacket.",1
693,"Getting colder these days, definitely feeling like winter.",1
694,"Cold weather is here, I can feel it in the air.",1
695,"Chilly morning today, might need a jacket.",1
696,"Chilly morning today, might need a jacket.",1
697,It's quite cold outside but manageable.,1
698,"A bit of a cold snap today, not too bad.",1
699,"Cold weather is here, I can feel it in the air.",1
700,"Chilly morning today, might need a jacket.",1
701,"Today was an ordinary day, nothing unusual happened.",2
702,"Just finished a great book, feeling accomplished.",2
703,Looking forward to the weekend with some friends!,2
704,"Just finished a great book, feeling accomplished.",2
705,Enjoying some downtime and relaxing.,2
706,Had a delicious meal at my favorite restaurant!,2
707,Had a delicious meal at my favorite restaurant!,2
708,"Today was an ordinary day, nothing unusual happened.",2
709,Had a delicious meal at my favorite restaurant!,2
710,Enjoying some downtime and relaxing.,2
711,Looking forward to the weekend with some friends!,2
712,Enjoying some downtime and relaxing.,2
713,"Today was an ordinary day, nothing unusual happened.",2
714,Looking forward to the weekend with some friends!,2
715,"Just finished a great book, feeling accomplished.",2
716,Had a delicious meal at my favorite restaurant!,2
717,Looking forward to the weekend with some friends!,2
718,Enjoying some downtime and relaxing.,2
719,"Just finished a great book, feeling accomplished.",2
720,"Just finished a great book, feeling accomplished.",2
721,Had a delicious meal at my favorite restaurant!,2
722,"Today was an ordinary day, nothing unusual happened.",2
723,Looking forward to the weekend with some friends!,2
724,Looking forward to the weekend with some friends!,2
725,Had a delicious meal at my favorite restaurant!,2
726,Enjoying some downtime and relaxing.,2
727,"Just finished a great book, feeling accomplished.",2
728,Looking forward to the weekend with some friends!,2
729,Enjoying some downtime and relaxing.,2
730,Looking forward to the weekend with some friends!,2
731,"Just finished a great book, feeling accomplished.",2
732,"Today was an ordinary day, nothing unusual happened.",2
733,Enjoying some downtime and relaxing.,2
734,Looking forward to the weekend with some friends!,2
735,"Today was an ordinary day, nothing unusual happened.",2
736,"Just finished a great book, feeling accomplished.",2
737,"Just finished a great book, feeling accomplished.",2
738,Looking forward to the weekend with some friends!,2
739,"Today was an ordinary day, nothing unusual happened.",2
740,"Today was an ordinary day, nothing unusual happened.",2
741,Had a delicious meal at my favorite restaurant!,2
742,"Today was an ordinary day, nothing unusual happened.",2
743,"Today was an ordinary day, nothing unusual happened.",2
744,"Just finished a great book, feeling accomplished.",2
745,"Today was an ordinary day, nothing unusual happened.",2
746,Looking forward to the weekend with some friends!,2
747,"Today was an ordinary day, nothing unusual happened.",2
748,"Just finished a great book, feeling accomplished.",2
749,"Just finished a great book, feeling accomplished.",2
750,"Today was an ordinary day, nothing unusual happened.",2
751,"Today was an ordinary day, nothing unusual happened.",2
752,"Today was an ordinary day, nothing unusual happened.",2
753,Had a delicious meal at my favorite restaurant!,2
754,Had a delicious meal at my favorite restaurant!,2
755,"Today was an ordinary day, nothing unusual happened.",2
756,Had a delicious meal at my favorite restaurant!,2
757,Enjoying some downtime and relaxing.,2
758,Looking forward to the weekend with some friends!,2
759,Enjoying some downtime and relaxing.,2
760,"Today was an ordinary day, nothing unusual happened.",2
761,Enjoying some downtime and relaxing.,2
762,"Just finished a great book, feeling accomplished.",2
763,Had a delicious meal at my favorite restaurant!,2
764,"Today was an ordinary day, nothing unusual happened.",2
765,"Just finished a great book, feeling accomplished.",2
766,Had a delicious meal at my favorite restaurant!,2
767,Looking forward to the weekend with some friends!,2
768,"Today was an ordinary day, nothing unusual happened.",2
769,"Just finished a great book, feeling accomplished.",2
770,Had a delicious meal at my favorite restaurant!,2
771,Had a delicious meal at my favorite restaurant!,2
772,Looking forward to the weekend with some friends!,2
773,Had a delicious meal at my favorite restaurant!,2
774,Had a delicious meal at my favorite restaurant!,2
775,Enjoying some downtime and relaxing.,2
776,"Today was an ordinary day, nothing unusual happened.",2
777,"Today was an ordinary day, nothing unusual happened.",2
778,"Just finished a great book, feeling accomplished.",2
779,Had a delicious meal at my favorite restaurant!,2
780,Had a delicious meal at my favorite restaurant!,2
781,Enjoying some downtime and relaxing.,2
782,"Today was an ordinary day, nothing unusual happened.",2
783,Enjoying some downtime and relaxing.,2
784,Had a delicious meal at my favorite restaurant!,2
785,"Today was an ordinary day, nothing unusual happened.",2
786,Enjoying some downtime and relaxing.,2
787,Enjoying some downtime and relaxing.,2
788,Looking forward to the weekend with some friends!,2
789,Had a delicious meal at my favorite restaurant!,2
790,Enjoying some downtime and relaxing.,2
791,"Just finished a great book, feeling accomplished.",2
792,"Just finished a great book, feeling accomplished.",2
793,"Just finished a great book, feeling accomplished.",2
794,Had a delicious meal at my favorite restaurant!,2
795,"Today was an ordinary day, nothing unusual happened.",2
796,"Just finished a great book, feeling accomplished.",2
797,Enjoying some downtime and relaxing.,2
798,Looking forward to the weekend with some friends!,2
799,Looking forward to the weekend with some friends!,2
800,"Today was an ordinary day, nothing unusual happened.",2
801,"Hot day today, but still bearable.",3
802,"Today feels pretty hot, summer's here!",3
803,"It's warming up, might be able to hit the beach soon.",3
804,"Today feels pretty hot, summer's here!",3
805,"Hot day today, but still bearable.",3
806,"Today feels pretty hot, summer's here!",3
807,Definitely warm enough for short sleeves now.,3
808,The sun's out and it's getting warm!,3
809,"Hot day today, but still bearable.",3
810,"It's warming up, might be able to hit the beach soon.",3
811,"Today feels pretty hot, summer's here!",3
812,Definitely warm enough for short sleeves now.,3
813,"Hot day today, but still bearable.",3
814,Definitely warm enough for short sleeves now.,3
815,Definitely warm enough for short sleeves now.,3
816,"It's warming up, might be able to hit the beach soon.",3
817,Definitely warm enough for short sleeves now.,3
818,"Today feels pretty hot, summer's here!",3
819,Definitely warm enough for short sleeves now.,3
820,"Today feels pretty hot, summer's here!",3
821,Definitely warm enough for short sleeves now.,3
822,"Today feels pretty hot, summer's here!",3
823,"Today feels pretty hot, summer's here!",3
824,"Today feels pretty hot, summer's here!",3
825,"Hot day today, but still bearable.",3
826,"Hot day today, but still bearable.",3
827,The sun's out and it's getting warm!,3
828,Definitely warm enough for short sleeves now.,3
829,Definitely warm enough for short sleeves now.,3
830,The sun's out and it's getting warm!,3
831,"Hot day today, but still bearable.",3
832,Definitely warm enough for short sleeves now.,3
833,"It's warming up, might be able to hit the beach soon.",3
834,"Today feels pretty hot, summer's here!",3
835,The sun's out and it's getting warm!,3
836,The sun's out and it's getting warm!,3
837,"It's warming up, might be able to hit the beach soon.",3
838,"Today feels pretty hot, summer's here!",3
839,The sun's out and it's getting warm!,3
840,The sun's out and it's getting warm!,3
841,"Hot day today, but still bearable.",3
842,The sun's out and it's getting warm!,3
843,"It's warming up, might be able to hit the beach soon.",3
844,"Today feels pretty hot, summer's here!",3
845,"It's warming up, might be able to hit the beach soon.",3
846,"Hot day today, but still bearable.",3
847,"Today feels pretty hot, summer's here!",3
848,"It's warming up, might be able to hit the beach soon.",3
849,"Today feels pretty hot, summer's here!",3
850,Definitely warm enough for short sleeves now.,3
851,The sun's out and it's getting warm!,3
852,"Today feels pretty hot, summer's here!",3
853,The sun's out and it's getting warm!,3
854,"Hot day today, but still bearable.",3
855,"It's warming up, might be able to hit the beach soon.",3
856,"It's warming up, might be able to hit the beach soon.",3
857,"Hot day today, but still bearable.",3
858,"Today feels pretty hot, summer's here!",3
859,The sun's out and it's getting warm!,3
860,"It's warming up, might be able to hit the beach soon.",3
861,"Hot day today, but still bearable.",3
862,The sun's out and it's getting warm!,3
863,Definitely warm enough for short sleeves now.,3
864,Definitely warm enough for short sleeves now.,3
865,"Hot day today, but still bearable.",3
866,"Today feels pretty hot, summer's here!",3
867,Definitely warm enough for short sleeves now.,3
868,The sun's out and it's getting warm!,3
869,"It's warming up, might be able to hit the beach soon.",3
870,"It's warming up, might be able to hit the beach soon.",3
871,The sun's out and it's getting warm!,3
872,"Hot day today, but still bearable.",3
873,Definitely warm enough for short sleeves now.,3
874,"It's warming up, might be able to hit the beach soon.",3
875,Definitely warm enough for short sleeves now.,3
876,Definitely warm enough for short sleeves now.,3
877,The sun's out and it's getting warm!,3
878,"Hot day today, but still bearable.",3
879,The sun's out and it's getting warm!,3
880,"It's warming up, might be able to hit the beach soon.",3
881,Definitely warm enough for short sleeves now.,3
882,Definitely warm enough for short sleeves now.,3
883,"Today feels pretty hot, summer's here!",3
884,The sun's out and it's getting warm!,3
885,Definitely warm enough for short sleeves now.,3
886,Definitely warm enough for short sleeves now.,3
887,Definitely warm enough for short sleeves now.,3
888,The sun's out and it's getting warm!,3
889,"Today feels pretty hot, summer's here!",3
890,"Hot day today, but still bearable.",3
891,Definitely warm enough for short sleeves now.,3
892,"It's warming up, might be able to hit the beach soon.",3
893,"It's warming up, might be able to hit the beach soon.",3
894,"Today feels pretty hot, summer's here!",3
895,"Today feels pretty hot, summer's here!",3
896,Definitely warm enough for short sleeves now.,3
897,"It's warming up, might be able to hit the beach soon.",3
898,"Hot day today, but still bearable.",3
899,"It's warming up, might be able to hit the beach soon.",3
900,The sun's out and it's getting warm!,3
901,"Absolutely sweltering weather, it's unbearable!",4
902,"Absolutely sweltering weather, it's unbearable!",4
903,"Hottest day of the year, I'm melting!",4
904,"Scorching hot out here, like a desert!",4
905,"Heatwave in full effect, can't handle this heat!",4
906,"Absolutely sweltering weather, it's unbearable!",4
907,"Scorching hot out here, like a desert!",4
908,"Hottest day of the year, I'm melting!",4
909,"Scorching hot out here, like a desert!",4
910,"Hottest day of the year, I'm melting!",4
911,"It's so hot, feels like I'm on the sun!",4
912,"Scorching hot out here, like a desert!",4
913,"Hottest day of the year, I'm melting!",4
914,"Hottest day of the year, I'm melting!",4
915,"Hottest day of the year, I'm melting!",4
916,"Hottest day of the year, I'm melting!",4
917,"Heatwave in full effect, can't handle this heat!",4
918,"Heatwave in full effect, can't handle this heat!",4
919,"Absolutely sweltering weather, it's unbearable!",4
920,"Absolutely sweltering weather, it's unbearable!",4
921,"Scorching hot out here, like a desert!",4
922,"Scorching hot out here, like a desert!",4
923,"It's so hot, feels like I'm on the sun!",4
924,"Hottest day of the year, I'm melting!",4
925,"Heatwave in full effect, can't handle this heat!",4
926,"Scorching hot out here, like a desert!",4
927,"Absolutely sweltering weather, it's unbearable!",4
928,"Heatwave in full effect, can't handle this heat!",4
929,"Scorching hot out here, like a desert!",4
930,"Hottest day of the year, I'm melting!",4
931,"Hottest day of the year, I'm melting!",4
932,"Scorching hot out here, like a desert!",4
933,"Scorching hot out here, like a desert!",4
934,"Scorching hot out here, like a desert!",4
935,"Hottest day of the year, I'm melting!",4
936,"Heatwave in full effect, can't handle this heat!",4
937,"Scorching hot out here, like a desert!",4
938,"Heatwave in full effect, can't handle this heat!",4
939,"Scorching hot out here, like a desert!",4
940,"Scorching hot out here, like a desert!",4
941,"Hottest day of the year, I'm melting!",4
942,"Absolutely sweltering weather, it's unbearable!",4
943,"Absolutely sweltering weather, it's unbearable!",4
944,"Scorching hot out here, like a desert!",4
945,"Hottest day of the year, I'm melting!",4
946,"Absolutely sweltering weather, it's unbearable!",4
947,"Absolutely sweltering weather, it's unbearable!",4
948,"Hottest day of the year, I'm melting!",4
949,"Heatwave in full effect, can't handle this heat!",4
950,"Scorching hot out here, like a desert!",4
951,"Absolutely sweltering weather, it's unbearable!",4
952,"It's so hot, feels like I'm on the sun!",4
953,"Hottest day of the year, I'm melting!",4
954,"Hottest day of the year, I'm melting!",4
955,"Heatwave in full effect, can't handle this heat!",4
956,"Absolutely sweltering weather, it's unbearable!",4
957,"Absolutely sweltering weather, it's unbearable!",4
958,"It's so hot, feels like I'm on the sun!",4
959,"Scorching hot out here, like a desert!",4
960,"Heatwave in full effect, can't handle this heat!",4
961,"Heatwave in full effect, can't handle this heat!",4
962,"Absolutely sweltering weather, it's unbearable!",4
963,"It's so hot, feels like I'm on the sun!",4
964,"Heatwave in full effect, can't handle this heat!",4
965,"Hottest day of the year, I'm melting!",4
966,"Hottest day of the year, I'm melting!",4
967,"Scorching hot out here, like a desert!",4
968,"Heatwave in full effect, can't handle this heat!",4
969,"It's so hot, feels like I'm on the sun!",4
970,"Heatwave in full effect, can't handle this heat!",4
971,"Scorching hot out here, like a desert!",4
972,"It's so hot, feels like I'm on the sun!",4
973,"Scorching hot out here, like a desert!",4
974,"Scorching hot out here, like a desert!",4
975,"Hottest day of the year, I'm melting!",4
976,"It's so hot, feels like I'm on the sun!",4
977,"Hottest day of the year, I'm melting!",4
978,"Absolutely sweltering weather, it's unbearable!",4
979,"Heatwave in full effect, can't handle this heat!",4
980,"Absolutely sweltering weather, it's unbearable!",4
981,"Hottest day of the year, I'm melting!",4
982,"Hottest day of the year, I'm melting!",4
983,"Absolutely sweltering weather, it's unbearable!",4
984,"Absolutely sweltering weather, it's unbearable!",4
985,"Hottest day of the year, I'm melting!",4
986,"Absolutely sweltering weather, it's unbearable!",4
987,"Scorching hot out here, like a desert!",4
988,"Heatwave in full effect, can't handle this heat!",4
989,"Absolutely sweltering weather, it's unbearable!",4
990,"It's so hot, feels like I'm on the sun!",4
991,"It's so hot, feels like I'm on the sun!",4
992,"Hottest day of the year, I'm melting!",4
993,"It's so hot, feels like I'm on the sun!",4
994,"Absolutely sweltering weather, it's unbearable!",4
995,"It's so hot, feels like I'm on the sun!",4
996,"Hottest day of the year, I'm melting!",4
997,"Absolutely sweltering weather, it's unbearable!",4
998,"Scorching hot out here, like a desert!",4
999,"Absolutely sweltering weather, it's unbearable!",4
1000,"Hottest day of the year, I'm melting!",4
